name,obs_mean,obs_std,obs_min,obs_max,obs_stat_min,obs_stat_max,sim_mean,sim_std,sim_min,sim_max,sim_stat_min,sim_stat_max,distance
HDS_USECOL:P-VR-S_3_TIME:18057601.0,743.043,0.22578,742.474,743.518,743.269,742.817,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.06429
HDS_USECOL:P-VR-S_3_TIME:18144001.0,743.018,0.254403,742.476,743.6,743.273,742.764,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.06582
HDS_USECOL:P-VR-S_3_TIME:18230401.0,743.079,0.255641,742.432,743.761,743.335,742.823,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.02248
HDS_USECOL:P-VR-S_3_TIME:18316801.0,743.072,0.262851,742.463,743.683,743.335,742.809,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.0533
HDS_USECOL:P-VR-S_3_TIME:18403201.0,743.059,0.22893,742.394,743.583,743.288,742.83,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.98391
HDS_USECOL:P-VR-S_3_TIME:18489601.0,743.022,0.26377,742.329,743.797,743.286,742.758,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.91914
HDS_USECOL:P-VR-S_3_TIME:18576001.0,743.02,0.247922,742.412,743.894,743.268,742.772,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.00232
HDS_USECOL:P-VR-S_3_TIME:18662401.0,743.037,0.21839,742.346,743.743,743.255,742.819,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.93561
HDS_USECOL:P-VR-S_3_TIME:18748801.0,742.996,0.281883,742.289,743.673,743.278,742.714,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.87921
HDS_USECOL:P-VR-S_3_TIME:18835201.0,742.981,0.240377,742.378,743.631,743.221,742.74,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.96813
HDS_USECOL:P-VR-S_3_TIME:18921601.0,742.978,0.270051,742.063,743.66,743.248,742.708,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.65302
HDS_USECOL:P-VR-S_3_TIME:19008001.0,742.976,0.217485,742.379,743.475,743.193,742.758,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.9688
HDS_USECOL:P-VR-S_3_TIME:19094401.0,742.956,0.229216,742.353,743.402,743.185,742.727,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.94307
HDS_USECOL:P-VR-S_3_TIME:19180801.0,742.976,0.228817,742.302,743.579,743.205,742.747,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.89199
HDS_USECOL:P-VR-S_3_TIME:19267201.0,742.923,0.25625,742.269,743.369,743.179,742.667,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.8588
HDS_USECOL:P-VR-S_3_TIME:19353601.0,742.905,0.228713,742.381,743.45,743.134,742.677,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.97125
HDS_USECOL:P-VR-S_3_TIME:19440001.0,742.915,0.236989,742.378,743.439,743.152,742.678,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.96775
HDS_USECOL:P-VR-S_3_TIME:19526401.0,742.911,0.2758,742.004,743.626,743.186,742.635,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.59424
HDS_USECOL:P-VR-S_3_TIME:19612801.0,742.948,0.215024,742.435,743.564,743.163,742.733,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.02531
HDS_USECOL:P-VR-S_3_TIME:19699201.0,742.91,0.243684,742.262,743.501,743.154,742.666,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.85172
HDS_USECOL:P-VR-S_3_TIME:19785601.0,742.965,0.253616,742.177,743.677,743.218,742.711,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.76694
HDS_USECOL:P-VR-S_3_TIME:19872001.0,742.95,0.29481,742.336,743.733,743.244,742.655,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.92615
HDS_USECOL:P-VR-S_3_TIME:19958401.0,742.952,0.213479,742.441,743.411,743.165,742.738,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.03103
HDS_USECOL:P-VR-S_3_TIME:20044801.0,742.929,0.227348,742.254,743.436,743.157,742.702,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.84438
HDS_USECOL:P-VR-S_3_TIME:20131201.0,742.888,0.233024,742.151,743.449,743.121,742.655,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.74092
HDS_USECOL:P-VR-S_3_TIME:20217601.0,742.92,0.248305,742.284,743.451,743.168,742.671,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.87419
HDS_USECOL:P-VR-S_3_TIME:20304001.0,742.883,0.255126,742.397,743.519,743.139,742.628,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.98708
HDS_USECOL:P-VR-S_3_TIME:20390401.0,742.911,0.25007,742.246,743.454,743.161,742.661,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.83591
HDS_USECOL:P-VR-S_3_TIME:20476801.0,742.89,0.208584,742.374,743.553,743.099,742.682,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.96426
HDS_USECOL:P-VR-S_3_TIME:20563201.0,742.901,0.249229,742.346,743.412,743.15,742.651,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.93611
HDS_USECOL:P-VR-S_3_TIME:20649601.0,742.925,0.250805,742.106,743.571,743.176,742.674,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.69559
HDS_USECOL:P-VR-S_3_TIME:20736001.0,742.915,0.275017,742.312,743.506,743.19,742.64,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.90183
HDS_USECOL:P-VR-S_3_TIME:20822401.0,742.87,0.258992,742.171,743.561,743.129,742.611,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.76148
HDS_USECOL:P-VR-S_3_TIME:20908801.0,742.944,0.269045,742.333,743.658,743.213,742.674,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.9228
HDS_USECOL:P-VR-S_3_TIME:20995201.0,742.812,0.233345,742.291,743.465,743.045,742.578,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.8806
HDS_USECOL:P-VR-S_3_TIME:21081601.0,742.894,0.256219,742.334,743.465,743.15,742.638,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.92353
HDS_USECOL:P-VR-S_3_TIME:21168001.0,742.903,0.227699,742.349,743.532,743.13,742.675,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.93854
HDS_USECOL:P-VR-S_3_TIME:21254401.0,742.894,0.252285,742.273,743.535,743.146,742.642,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.86299
HDS_USECOL:P-VR-S_3_TIME:21340801.0,742.865,0.244402,742.29,743.425,743.109,742.62,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.87979
HDS_USECOL:P-VR-S_3_TIME:21427201.0,742.888,0.228518,742.272,743.552,743.117,742.659,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.86164
HDS_USECOL:P-VR-S_3_TIME:21513601.0,742.947,0.237572,742.369,743.465,743.185,742.71,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.95919
HDS_USECOL:P-VR-S_3_TIME:21600001.0,742.907,0.249982,742.179,743.437,743.157,742.657,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.76885
HDS_USECOL:P-VR-S_3_TIME:21686401.0,742.907,0.246436,742.073,743.474,743.153,742.661,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.66332
HDS_USECOL:P-VR-S_3_TIME:21772801.0,742.92,0.263084,742.158,743.48,743.183,742.657,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.74826
HDS_USECOL:P-VR-S_3_TIME:21859201.0,742.883,0.253581,742.24,743.617,743.137,742.63,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.82995
HDS_USECOL:P-VR-S_3_TIME:21945601.0,742.902,0.237666,742.328,743.497,743.14,742.665,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.91794
HDS_USECOL:P-VR-S_3_TIME:22032001.0,742.858,0.238319,742.238,743.523,743.096,742.619,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.82757
HDS_USECOL:P-VR-S_3_TIME:22118401.0,742.882,0.245061,742.361,743.575,743.127,742.637,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.9506
HDS_USECOL:P-VR-S_3_TIME:22204801.0,742.984,0.251419,742.348,743.517,743.236,742.733,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.93757
HDS_USECOL:P-VR-S_3_TIME:22291201.0,742.913,0.253766,742.372,743.548,743.166,742.659,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.96195
HDS_USECOL:P-VR-S_3_TIME:22377601.0,742.895,0.254888,742.128,743.556,743.15,742.64,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.71776
HDS_USECOL:P-VR-S_3_TIME:22464001.0,742.977,0.227031,742.393,743.433,743.204,742.75,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.98283
HDS_USECOL:P-VR-S_3_TIME:22550401.0,742.987,0.251927,742.413,743.617,743.239,742.735,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.00295
HDS_USECOL:P-VR-S_3_TIME:22636801.0,742.909,0.256223,742.285,743.591,743.165,742.653,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.87465
HDS_USECOL:P-VR-S_3_TIME:22723201.0,742.951,0.276803,742.317,743.564,743.228,742.674,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.90665
HDS_USECOL:P-VR-S_3_TIME:22809601.0,742.96,0.247554,742.147,743.627,743.208,742.713,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.73729
HDS_USECOL:P-VR-S_3_TIME:22896001.0,742.946,0.255202,742.302,743.692,743.201,742.691,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.89218
HDS_USECOL:P-VR-S_3_TIME:22982401.0,742.937,0.234808,742.422,743.423,743.172,742.703,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.01175
HDS_USECOL:P-VR-S_3_TIME:23068801.0,742.892,0.235614,742.306,743.523,743.127,742.656,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.89614
HDS_USECOL:P-VR-S_3_TIME:23155201.0,742.885,0.23124,742.373,743.513,743.116,742.654,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.96312
HDS_USECOL:P-VR-S_3_TIME:23241601.0,742.833,0.237921,742.171,743.405,743.071,742.595,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.76116
HDS_USECOL:P-VR-S_3_TIME:23328001.0,742.904,0.227104,742.373,743.646,743.132,742.677,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.96312
HDS_USECOL:P-VR-S_3_TIME:23414401.0,742.89,0.283423,742.277,743.608,743.174,742.607,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.86739
HDS_USECOL:P-VR-S_3_TIME:23500801.0,742.916,0.243742,742.398,743.528,743.16,742.673,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.98752
HDS_USECOL:P-VR-S_3_TIME:23587201.0,742.921,0.254417,742.335,743.62,743.175,742.667,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.92469
HDS_USECOL:P-VR-S_3_TIME:23673601.0,742.923,0.23318,742.339,743.582,743.156,742.69,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.92939
HDS_USECOL:P-VR-S_3_TIME:23760001.0,742.932,0.234636,742.482,743.618,743.166,742.697,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.07183
HDS_USECOL:P-VR-S_3_TIME:23846401.0,742.944,0.277961,742.032,743.82,743.222,742.666,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.62205
HDS_USECOL:P-VR-S_3_TIME:23932801.0,742.962,0.275955,742.388,743.516,743.238,742.686,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.97832
HDS_USECOL:P-VR-S_3_TIME:24019201.0,742.991,0.259684,742.14,743.471,743.25,742.731,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.73021
HDS_USECOL:P-VR-S_3_TIME:24105601.0,743,0.258243,742.243,743.746,743.258,742.742,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.8334
HDS_USECOL:P-VR-S_3_TIME:24192001.0,742.972,0.233288,742.403,743.511,743.206,742.739,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.99301
HDS_USECOL:P-VR-S_3_TIME:24278401.0,742.933,0.262832,742.075,743.45,743.196,742.671,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.66516
HDS_USECOL:P-VR-S_3_TIME:24364801.0,742.896,0.264927,742.359,743.484,743.161,742.631,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.94926
HDS_USECOL:P-VR-S_3_TIME:24451201.0,742.893,0.206889,742.351,743.374,743.1,742.686,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.94072
HDS_USECOL:P-VR-S_3_TIME:24537601.0,742.94,0.269293,742.318,743.8,743.21,742.671,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.90808
HDS_USECOL:P-VR-S_3_TIME:24624001.0,742.91,0.241134,742.37,743.535,743.152,742.669,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.9602
HDS_USECOL:P-VR-S_3_TIME:24710401.0,742.88,0.265372,742.249,743.527,743.145,742.615,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.83905
HDS_USECOL:P-VR-S_3_TIME:24796801.0,742.863,0.273107,742.159,743.439,743.136,742.59,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.74857
HDS_USECOL:P-VR-S_3_TIME:24883201.0,742.887,0.23471,742.344,743.483,743.122,742.652,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.93404
HDS_USECOL:P-VR-S_3_TIME:24969601.0,742.832,0.267088,742.173,743.552,743.099,742.565,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.76324
HDS_USECOL:P-VR-S_3_TIME:25056001.0,742.857,0.236713,742.223,743.572,743.093,742.62,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.81319
HDS_USECOL:P-VR-S_3_TIME:25142401.0,742.816,0.246415,742.147,743.509,743.063,742.57,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.73695
HDS_USECOL:P-VR-S_3_TIME:25228801.0,742.825,0.23052,742.181,743.377,743.055,742.594,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.77119
HDS_USECOL:P-VR-S_3_TIME:25315201.0,742.803,0.235854,742.094,743.362,743.039,742.567,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.68375
HDS_USECOL:P-VR-S_3_TIME:25401601.0,742.839,0.240787,741.902,743.329,743.08,742.598,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.4921
HDS_USECOL:P-VR-S_3_TIME:25488001.0,742.792,0.25315,742.282,743.327,743.045,742.539,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.87246
HDS_USECOL:P-VR-S_3_TIME:25574401.0,742.847,0.268958,742.145,743.541,743.116,742.578,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.7351
HDS_USECOL:P-VR-S_3_TIME:25660801.0,742.813,0.254201,742.03,743.455,743.067,742.559,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.61997
HDS_USECOL:P-VR-S_3_TIME:25747201.0,742.842,0.251479,742.21,743.46,743.094,742.591,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.8
HDS_USECOL:P-VR-S_3_TIME:25833601.0,742.883,0.259875,742.2,743.535,743.143,742.623,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.79007
HDS_USECOL:P-VR-S_3_TIME:25920001.0,742.916,0.27888,742.276,743.661,743.195,742.637,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.86631
HDS_USECOL:P-VR-S_3_TIME:26006401.0,743,0.238812,742.444,743.551,743.239,742.761,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.03375
HDS_USECOL:P-VR-S_3_TIME:26092801.0,743.038,0.255515,742.251,743.749,743.293,742.782,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.84105
HDS_USECOL:P-VR-S_3_TIME:26179201.0,743.034,0.252203,742.445,743.77,743.286,742.782,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.03496
HDS_USECOL:P-VR-S_3_TIME:26265601.0,742.995,0.236977,742.435,743.638,743.232,742.758,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.02521
HDS_USECOL:P-VR-S_3_TIME:26352001.0,742.963,0.246059,742.485,743.725,743.209,742.717,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.07463
HDS_USECOL:P-VR-S_3_TIME:26438401.0,742.926,0.235293,742.444,743.468,743.161,742.691,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.03357
HDS_USECOL:P-VR-S_3_TIME:26524801.0,742.98,0.264515,742.358,743.616,743.245,742.716,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.94842
HDS_USECOL:P-VR-S_3_TIME:26611201.0,742.996,0.246802,742.404,743.667,743.243,742.749,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.99391
HDS_USECOL:P-VR-S_3_TIME:26697601.0,743.026,0.23968,742.532,743.509,743.265,742.786,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.122
HDS_USECOL:P-VR-S_3_TIME:26784001.0,743.022,0.23277,742.488,743.657,743.255,742.789,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.07757
HDS_USECOL:P-VR-S_3_TIME:26870401.0,743.014,0.262506,742.466,743.691,743.277,742.752,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.05621
HDS_USECOL:P-VR-S_3_TIME:26956801.0,743.012,0.26352,742.437,743.628,743.276,742.749,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.02667
HDS_USECOL:P-VR-S_3_TIME:27043201.0,743.01,0.263131,742.355,743.748,743.274,742.747,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.94521
HDS_USECOL:P-VR-S_3_TIME:27129601.0,743.033,0.237742,742.521,743.539,743.271,742.796,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.11066
HDS_USECOL:P-VR-S_3_TIME:27216001.0,743.012,0.239353,742.392,743.708,743.252,742.773,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.98153
HDS_USECOL:P-VR-S_3_TIME:27302401.0,743.027,0.241137,742.523,743.466,743.268,742.786,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.11327
HDS_USECOL:P-VR-S_3_TIME:27388801.0,743.062,0.234376,742.518,743.485,743.296,742.828,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.10824
HDS_USECOL:P-VR-S_3_TIME:27475201.0,743.048,0.274211,742.382,743.761,743.322,742.774,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.97157
HDS_USECOL:P-VR-S_3_TIME:27561601.0,743.086,0.233872,742.553,743.611,743.32,742.852,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.14311
HDS_USECOL:P-VR-S_3_TIME:27648001.0,743.115,0.292621,742.417,743.865,743.408,742.822,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.00692
HDS_USECOL:P-VR-S_3_TIME:27734401.0,743.122,0.251511,742.463,743.898,743.373,742.87,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.05288
HDS_USECOL:P-VR-S_3_TIME:27820801.0,743.122,0.253629,742.615,743.815,743.376,742.869,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.20488
HDS_USECOL:P-VR-S_3_TIME:27907201.0,743.12,0.220384,742.726,743.642,743.341,742.9,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.31589
HDS_USECOL:P-VR-S_3_TIME:27993601.0,743.116,0.258595,742.497,743.83,743.375,742.858,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.08693
HDS_USECOL:P-VR-S_3_TIME:28080001.0,743.101,0.266574,742.478,743.747,743.368,742.835,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.06844
HDS_USECOL:P-VR-S_3_TIME:28166401.0,743.054,0.236792,742.505,743.889,743.291,742.817,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.09522
HDS_USECOL:P-VR-S_3_TIME:28252801.0,743.138,0.242045,742.604,743.69,743.38,742.896,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.19389
HDS_USECOL:P-VR-S_3_TIME:28339201.0,743.13,0.27568,742.4,744.038,743.405,742.854,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.98998
HDS_USECOL:P-VR-S_3_TIME:28425601.0,743.108,0.253183,742.587,743.637,743.361,742.855,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.17681
HDS_USECOL:P-VR-S_3_TIME:28512001.0,743.054,0.263204,742.457,743.69,743.317,742.791,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.0472
HDS_USECOL:P-VR-S_3_TIME:28598401.0,743.056,0.261707,742.503,743.876,743.318,742.794,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.09292
HDS_USECOL:P-VR-S_3_TIME:28684801.0,743.014,0.282626,742.146,743.835,743.297,742.731,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.73637
HDS_USECOL:P-VR-S_3_TIME:28771201.0,743.028,0.236187,742.494,743.643,743.264,742.792,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.08434
HDS_USECOL:P-VR-S_3_TIME:28857601.0,743.138,0.216342,742.704,743.742,743.354,742.922,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.29359
HDS_USECOL:P-VR-S_3_TIME:28944001.0,743.053,0.263332,742.429,743.677,743.316,742.79,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.01878
HDS_USECOL:P-VR-S_3_TIME:29030401.0,743.078,0.22398,742.482,743.528,743.301,742.854,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.07241
HDS_USECOL:P-VR-S_3_TIME:29116801.0,743.067,0.234571,742.49,743.758,743.302,742.833,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.07999
HDS_USECOL:P-VR-S_3_TIME:29203201.0,743.054,0.251062,742.276,743.773,743.305,742.803,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.86566
HDS_USECOL:P-VR-S_3_TIME:29289601.0,743.023,0.227785,742.557,743.526,743.25,742.795,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.14718
HDS_USECOL:P-VR-S_3_TIME:29376001.0,742.993,0.248383,742.205,743.893,743.242,742.745,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.79496
HDS_USECOL:P-VR-S_3_TIME:29462401.0,743.049,0.248078,742.458,743.864,743.298,742.801,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.04797
HDS_USECOL:P-VR-S_3_TIME:29548801.0,743.045,0.243741,742.312,743.705,743.289,742.801,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,4.90211
HDS_USECOL:P-VR-S_3_TIME:29635201.0,743.013,0.247943,742.463,743.658,743.261,742.765,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.0526
HDS_USECOL:P-VR-S_3_TIME:29721601.0,742.987,0.256581,742.448,743.64,743.244,742.731,-1.53061e+29,3.61898e+29,-1e+30,737.41,2.08836e+29,-5.14959e+29,5.03835
